region_id,gx,gy,sw_lat,sw_lng,ne_lat,ne_lng
163,158,24,40.59876698613061,-73.81097219694169,40.61673607047912,-73.78728643202064
164,159,24,40.59872569200378,-73.78734380923845,40.616689905880726,-73.7636517001045
165,160,24,40.59867953977442,-73.76371545248057,40.61663888188783,-73.74001700259986
166,161,24,40.59862852945249,-73.74008713010635,40.61658299851146,-73.71638234294774
170,141,25,40.61673607047912,-74.21271356797936,40.63478773177154,-74.18912983465661
171,142,25,40.61677737567296,-74.18907880509279,40.634824187318635,-74.165488665594
172,143,25,40.61681382145334,-74.1654440146769,40.63485578214211,-74.14184747242366
173,144,25,40.616845407812306,-74.14180920017276,40.634882516235095,-74.11820625858951
174,145,25,40.616872134743026,-74.11817436502155,40.63490438959181,-74.0945650275355
175,146,25,40.6168940022397,-74.0945395126644,40.63492140220752,-74.07092378270556
176,147,25,40.6169110102976,-74.07090464654249,40.63493355407851,-74.04728252754369
177,148,25,40.61692315891301,-74.04726977009699,40.63494084520216,-74.02364126549384
178,149,25,40.61693044808331,-74.0236348867691,40.63494327557689,-74.0
179,150,25,40.61693287780692,-74.0,40.63494084520216,-73.97635873450618
180,151,25,40.61693044808331,-73.97636511323091,40.63493355407851,-73.95271747245631
181,152,25,40.61692315891301,-73.95273022990303,40.63492140220752,-73.92907621729445
182,153,25,40.6169110102976,-73.92909535345751,40.63490438959181,-73.9054349724645
183,154,25,40.6168940022397,-73.9054604873356,40.634882516235095,-73.88179374141049
184,155,25,40.616872134743026,-73.88182563497845,40.63485578214211,-73.85815252757635
185,156,25,40.616845407812306,-73.85819079982724,40.634824187318635,-73.834511334406
186,157,25,40.61681382145334,-73.83455598532312,40.63478773177154,-73.81087016534339
187,158,25,40.61677737567296,-73.81092119490721,40.634746415508744,-73.78722902383242
188,159,25,40.61673607047912,-73.78728643202064,40.6347002385392,-73.76358791331694
189,160,25,40.616689905880726,-73.7636517001045,40.634649200872936,-73.73994683724084
194,141,26,40.634746415508744,-74.21277097616759,40.65279805265417,-74.18918089177207
195,142,26,40.63478773177154,-74.18912983465661,40.65283451796966,-74.16553334061886
196,143,26,40.634824187318635,-74.165488665594,40.65286612125907,-74.14188576533837
197,144,26,40.63485578214211,-74.14184747242366,40.652892862515586,-74.11823816937735
198,145,26,40.634882516235095,-74.11820625858951,40.65291474173335,-74.0945905561825
199,146,26,40.63490438959181,-74.0945650275355,40.652931758907656,-74.07094292920058
200,147,26,40.63492140220752,-74.07092378270556,40.65294391403479,-74.04729529187834
201,148,26,40.63493355407851,-74.04728252754369,40.65295120711214,-74.02364764766257
202,149,26,40.63494084520216,-74.02364126549384,40.65295363813809,-74.0
203,150,26,40.63494327557689,-74.0,40.65295120711214,-73.97635235233744
204,151,26,40.63494084520216,-73.97635873450618,40.65294391403479,-73.95270470812166
205,152,26,40.63493355407851,-73.95271747245631,40.652931758907656,-73.92905707079942
206,153,26,40.63492140220752,-73.92907621729445,40.65291474173335,-73.9054094438175
207,154,26,40.63490438959181,-73.9054349724645,40.652892862515586,-73.88176183062265
208,155,26,40.634882516235095,-73.88179374141049,40.65286612125907,-73.85811423466163
209,156,26,40.63485578214211,-73.85815252757635,40.65283451796966,-73.83446665938115
210,157,26,40.634824187318635,-73.834511334406,40.65279805265417,-73.81081910822793
211,158,26,40.63478773177154,-73.81087016534339,40.65275672532053,-73.78717158464868
212,159,26,40.634746415508744,-73.78722902383242,40.6527105359777,-73.76352409209002
213,160,26,40.6347002385392,-73.76358791331694,40.652659484635706,-73.73987663399863
214,161,26,40.634649200872936,-73.73994683724084,40.65260357130562,-73.71622921382112
225,148,27,40.65294391403479,-74.04729529187834,40.67096153204061,-74.02365403327806
226,149,27,40.65295120711214,-74.02364764766257,40.670963963717895,-74.0
227,150,27,40.65295363813809,-74.0,40.67096153204061,-73.97634596672194
228,151,27,40.65295120711214,-73.97635235233744,40.67095423700924,-73.95269193689344
229,152,27,40.65294391403479,-73.95270470812166,40.67094207862539,-73.9290379139641
230,153,27,40.652931758907656,-73.92905707079942,40.6709250568917,-73.90538390138343
231,154,27,40.65291474173335,-73.9054094438175,40.670903171811865,-73.88172990260101
232,155,27,40.652892862515586,-73.88176183062265,40.67087642339063,-73.85807592106637
233,156,27,40.65286612125907,-73.85811423466163,40.67084481163378,-73.83442196022904
